obs,id,time..2,elapsed,date,hhmmss,averaging,TIME..7,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo..38,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,ID..64,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,ID..72,Duration,Fo..74,F1,F2,Fmax,T@HIR,T@F1,T@F2,T@Fmax,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME..90,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time..141,hhmmss..142,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_hum,AccH2O_des,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
100,r4_ln_ni,1634330349,18994.5,10/15/21 15:39,15:39:09,none,1634330349,0.002321385,2.321384509,9.095140355,394.006,265.5770755,24.16023281,35.84374393,0.125496711,2.763321092,0.122414231,0.076779537,241.7635379,27.80991273,26.9324,3.564973901,53.02981104,1.891565647,3.566985457,1.673408254,-102.3730568,1.430171201,0.111624335,140.9322766,0,0,1,0,48029.11965,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-202-20211015-15_39_10,8293.68,823.07616,975.941,0.15663328,0.5,1261.3458,9.095140355,98.78436498,0.008003468,-1,NA,-,0,NA,NA,NA,NA,0.15663328,NA,NA,NA,202,300,300,300,8293.68,948.25,-0.00563369,2.33,-,-,-,-,-,-,-,-,-,-,1500.16,1261.3458,0.840807514,0.161158502,6,0.5,0: Broadleaf,2,1634330349,394.006,400.012,20.7927,19.4288,389.04,21.4017,999.978,90.8684,0.104184,26.942,26.9324,999.9,0,0,9993.75,0,21.8672,-5.96762,402.399,407.938,1.33326,400.012,19.4288,1.88661,1.76546,16.5235,15.4843,1500.16,0.972994,0.027006,0,823.1,5.00005,12475.8,12459.4,42.125,43.937,43.187,43.562,44.187,1454.78,40.38,0,788.5999999,0,823.07616,-0.619307696,7.230769368,12474,15,1634330370,15:39:30,1634330370,1634330370,106,-0.039,0.031,4.966,-0.609,400,19,0.42,0.07,-5.969426585,-0.027666899,0.030489896,1,1.321572195,0.037538049,0.003808855,1,2,2,2-Feb,3.82277,2.70735,0.0870271,0.0888517,0.0963054,0.0892629,26554.4,22470.6,26113.5,24064.8,40289.1,36173.2,47225.5,42906.5,2.6925,1.69785,0.153556,0,24.4157,999.9,45.605,30.363,21.8319,55.3948,47.1795,3,-0.187752,-0.294273,20.2332,5.23376,11.986,4.9558,3.304,1427.3,9999,2841.4,17.8,1.86874,1.86447,1.87207,1.86295,1.86234,1.86876,1.85897,1.86528,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.966,-0.609,5.0047,0,0,0,-0.639655,0,0,0,-1,-1,-1,-1,2.7,2.8,1.52466,2.35718,2.64893,2.8894,2.84424,2.39868,36.908,24.1575,18,1200.45,347.785,24.9993,24.9978,30,24.921,24.8641,30.5557,0,50,25,400,18.4207,109.202,99.9165
101,r4_ln_ni,1634330447,19092.5,10/15/21 15:40,15:40:47,none,1634330447,0.002410468,2.410467699,7.191973341,295.244,196.1543623,17.84552444,26.86039685,0.128464628,2.765313571,0.125238909,0.07855739,241.7555579,27.7770429,26.949,3.56845284,52.4424708,1.869758153,3.565350992,1.698694687,-106.3016255,-2.206437061,-0.172095089,133.0754003,0,0,1,0,48084.71332,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-203-20211015-15_40_48,8293.36,796.15776,936.451,0.149813754,0.5,1261.3038,7.191973341,94.48032877,0.006494846,-1,NA,-,0,NA,NA,NA,NA,0.149813754,NA,NA,NA,203,300,300,300,8293.36,909.25,-0.00563339,1.48,-,-,-,-,-,-,-,-,-,-,1500.11,1261.3038,0.840807541,0.161158554,6,0.5,0: Broadleaf,2,1634330447,295.244,299.986,20.552,19.1355,290.919,21.167,1000.04,90.8731,0.103844,26.9342,26.949,999.9,0,0,10005,0,21.8672,-4.10141,302.095,305.838,1.42272,299.986,19.1355,1.86819,1.7389,16.3693,15.2481,1500.11,0.972994,0.027006,0,796.461,5.00005,12070.3,12459,42.125,43.937,43.187,43.5,44.187,1454.73,40.38,0,97.79999995,0,796.15776,1.391769237,33.90000008,12064.956,15,1634330470,15:41:10,1634330464,1634330470,107,-0.64,-0.006,4.325,-0.615,300,19,0.29,0.06,-4.1275475,-0.025796848,0.033957296,1,1.4175755,0.023005103,0.002423063,1,2,2,2-Feb,3.82285,2.70712,0.0690488,0.0708136,0.0955613,0.0883162,27079.2,22917.5,26115.3,24067,40324.4,36213,47227.9,42909.3,2.6938,1.696,0.155725,0,24.3967,999.9,44.622,30.424,21.434,54.8949,47.2115,3,-0.191141,-0.324572,20.2332,5.23226,11.986,4.956,3.304,1430.3,9999,2841.4,17.8,1.86874,1.86447,1.87207,1.86295,1.86235,1.86877,1.85893,1.86529,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.325,-0.615,4.9657,0,0,0,-0.608765,0,0,0,-1,-1,-1,-1,1.3,1.3,1.21094,2.35229,2.64893,2.8894,2.84424,2.37549,36.9317,24.1575,18,1201.26,346.634,24.9997,24.9506,29.9999,24.8821,24.8261,24.2928,0,50,25,300,18.4207,109.208,99.924
102,r4_ln_ni,1634330541,19186.5,10/15/21 15:42,15:42:21,none,1634330541,0.002493489,2.493489122,4.689019895,196.882,133.8882612,12.18136247,17.91263091,0.132528449,2.758395292,0.129089991,0.080982746,241.7076779,27.72558839,26.8823,3.554492158,51.96086,1.849291128,3.559007929,1.705201031,-109.9628703,3.212149111,0.251043987,135.2080007,0,0,1,0,47901.36995,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-204-20211015-15_42_22,8293.29,784.995,904.222,0.131855894,0.5,1261.0518,4.689019895,83.1385561,0.004511329,-1,NA,-,0,NA,NA,NA,NA,0.131855894,NA,NA,NA,204,300,300,300,8293.29,883.38,-0.00563335,1.68,-,-,-,-,-,-,-,-,-,-,1499.81,1261.0518,0.840807702,0.161158865,6,0.5,0: Broadleaf,2,1634330541,196.882,199.99,20.326,18.8603,193.082,20.952,999.989,90.877,0.104557,26.9039,26.8823,999.9,0,0,9963.75,0,21.8672,-2.58235,201.506,203.834,1.47677,199.99,18.8603,1.84817,1.71396,16.2002,15.0235,1499.81,0.972988,0.0270117,0,784.895,5.00005,11888.5,12456.5,42.125,43.937,43.125,43.5,44.187,1454.43,40.38,0,93.79999995,0,784.995,-0.945615388,-24.53076924,11892.104,15,1634330573,15:42:52,1634330559,1634330573,108,-0.525,-0.011,3.8,-0.626,200,19,0.3,0.08,-2.6083385,-0.09256773,0.031903065,1,1.47329325,0.033417523,0.003328107,1,2,2,2-Feb,3.82279,2.70747,0.0485842,0.0501894,0.0948757,0.087421,27675.4,23428.1,26116.1,24069,40355.4,36250.5,47228.4,42912.1,2.6921,1.6944,0.155427,0,24.3347,999.9,43.908,30.484,21.1648,55.9649,47.2756,3,-0.193133,-0.338385,20.2494,5.23361,11.986,4.95595,3.304,1433.1,9999,2841.4,17.8,1.86829,1.864,1.87151,1.86245,1.86188,1.86829,1.8584,1.86479,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.8,-0.626,4.3253,0,0,0,-0.615,0,0,0,-1,-1,-1,-1,1.3,1.2,0.880127,2.36694,2.64893,2.88818,2.84424,2.35229,36.8366,15.9883,18,1198.35,345.649,24.9999,24.9179,30,24.8499,24.7944,17.6605,0,50,25,200,18.4207,109.21,99.9312
103,r4_ln_ni,1634330645,19290.5,10/15/21 15:44,15:44:05,none,1634330645,0.002594987,2.59498686,1.742539197,98.7651,75.30647083,6.851310949,8.985554675,0.13742039,2.767244216,0.133738682,0.083909247,241.7140619,27.66367443,26.8209,3.541682967,51.47190023,1.828478691,3.552382334,1.713204277,-114.4389205,7.653327481,0.595951872,135.5244207,0,0,1,0,48147.28535,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-205-20211015-15_44_06,8293.36,784.68828,887.996,0.116338047,0.5,1261.0854,1.742539197,73.35610599,0.002174745,-1,NA,-,0,NA,NA,NA,NA,0.116338047,NA,NA,NA,205,300,300,300,8293.36,869.65,-0.00563331,2.8,-,-,-,-,-,-,-,-,-,-,1499.85,1261.0854,0.840807681,0.161158824,6,0.5,0: Broadleaf,2,1634330645,98.7651,99.9644,20.0978,18.5721,95.3131,20.7378,1000,90.875,0.104047,26.8722,26.8209,999.9,0,0,10016.2,0,21.8672,-0.851082,101.148,101.856,1.53956,99.9644,18.5721,1.82764,1.68774,16.0252,14.7841,1499.85,0.972988,0.0270117,0,784.437,5.00005,11876.8,12456.8,42.062,43.875,43.125,43.437,44.125,1454.47,40.38,0,103.4000001,0,784.68828,-0.837307691,-15.05384627,11879.56,15,1634330670,15:44:29,1634330663,1634330670,109,-0.348,-0.013,3.452,-0.64,100,19,0.49,0.07,-0.8646558,-0.062304518,0.027641896,1,1.53357525,0.032072308,0.003190109,1,2,2,2-Feb,3.82281,2.70741,0.0251381,0.0264096,0.0941838,0.0864723,28357.7,24015.4,26116.3,24069.7,40386.7,36288.9,47229.1,42913.3,2.69177,1.69342,0.156239,0,24.2596,999.9,43.218,30.524,20.8782,55.7349,47.2917,3,-0.195066,-0.369567,20.2489,5.23391,11.986,4.9566,3.304,1435.7,9999,2841.4,17.9,1.86822,1.86386,1.87149,1.86235,1.86186,1.86827,1.85837,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.452,-0.64,3.8002,0,0,0,-0.626171429,0,0,0,-1,-1,-1,-1,1.4,1.2,0.531006,2.38525,2.64893,2.88818,2.84424,2.39746,36.4578,15.927,18,1197.19,344.959,24.9998,24.8844,29.9999,24.8165,24.7606,10.6589,0,50,25,100,18.4207,109.211,99.9341
104,r4_ln_ni,1634330748,19393.5,10/15/21 15:45,15:45:48,none,1634330748,0.002713543,2.713543417,0.280572423,49.7838,45.08872186,4.102148017,4.529303739,0.142905858,2.76218083,0.138921863,0.087174859,241.7667299,27.61708868,26.8013,3.537602534,51.07670815,1.81276594,3.549104877,1.724836594,-119.6672647,8.220091047,0.641144922,130.9607012,0,0,1,0,48011.92258,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-206-20211015-15_45_49,8293.41,786.8073846,881.571,0.107494025,0.5,1261.3626,0.280572423,67.79447162,0.001015229,-1,NA,-,0,NA,NA,NA,NA,0.107494025,NA,NA,NA,206,300,300,300,8293.41,863.03,-0.00563334,1.67,-,-,-,-,-,-,-,-,-,-,1500.18,1261.3626,0.840807503,0.161158481,6,0.5,0: Broadleaf,2,1634330748,49.7838,50.0332,19.925,18.3293,46.3348,20.571,999.991,90.8754,0.10407,26.8565,26.8013,999.9,0,0,9986.25,0,21.8672,-0.246471,50.7993,50.9674,1.60211,50.0332,18.3293,1.81127,1.66568,15.8844,14.5802,1500.18,0.972994,0.027006,0,786.87,5.00005,11908.9,12459.5,42.062,43.875,43.125,43.437,44.125,1454.8,40.38,0,102.6000001,0,786.8073846,0.161504287,-5.757264843,11908.35385,15,1634330772,15:46:12,1634330765,1634330772,110,-0.003,-0.007,3.449,-0.646,50,18,0.62,0.04,-0.225701575,-0.075284454,0.01847321,1,1.59348675,0.041306454,0.004075857,1,2,2,2-Feb,3.8228,2.70718,0.0123797,0.0134246,0.0936467,0.0856713,28730.6,24337.7,26117.8,24071.6,40412.8,36322.5,47231.5,42915.6,2.6919,1.6928,0.155568,0,24.2509,999.9,42.675,30.545,20.6415,55.2149,47.3077,3,-0.19753,-0.388154,20.2483,5.23496,11.986,4.9569,3.304,1438.7,9999,2841.4,17.9,1.86818,1.86386,1.87149,1.86234,1.86184,1.86821,1.85837,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.449,-0.646,3.452014286,0,0,0,-0.639619048,0,0,0,-1,-1,-1,-1,1.4,1.3,0.352783,2.40723,2.64893,2.88818,2.84424,2.38647,36.105,15.9007,18,1196.64,344.445,25,24.8507,29.9999,24.7834,24.7274,7.10828,0,50,25,50,18.4207,109.217,99.9403
105,r4_ln_ni,1634330833,19478.5,10/15/21 15:47,15:47:13,none,1634330833,0.002810227,2.810226615,-1.852526375,-4.90562,15.55106096,1.414946296,-0.44634825,0.147358578,2.766144983,0.143132281,0.089827295,241.7188499,27.58955491,26.7987,3.537061561,50.80246371,1.80306452,3.549167478,1.73399704,-123.9309937,8.664360524,0.674820496,127.1270372,0,0,1,0,48119.99071,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-207-20211015-15_47_14,8293.46,791.5979231,870.291,0.090421568,0.5,1261.1106,-1.852526375,57.015799,-0.000676012,-1,NA,-,0,NA,NA,NA,NA,0.090421568,NA,NA,NA,207,300,300,300,8293.46,856.26,-0.00563333,1.37,-,-,-,-,-,-,-,-,-,-,1499.88,1261.1106,0.840807665,0.161158793,6,0.5,0: Broadleaf,2,1634330833,-4.90562,-6.02546,19.8167,18.1639,-8.51662,20.4697,999.953,90.8832,0.103923,26.8568,26.7987,999.9,0,0,10008.8,0,21.8951,0.957431,-5.17052,-6.13693,1.65959,-6.02546,18.1639,1.80162,1.65079,15.8008,14.4413,1499.88,0.972988,0.0270117,0,791.962,5.00005,11976,12457.1,42.062,43.812,43.125,43.375,44.125,1454.5,40.38,0,84.60000014,0,791.5979231,1.876581206,17.27521368,11974.35769,15,1634330856,15:47:36,1634330851,1634330856,111,0.163,-0.007,3.611,-0.653,-6,18,0.48,0.04,0.932245268,-0.032367951,0.018789795,1,1.651352683,0.031075401,0.003195655,1,2,2,2-Feb,3.82275,2.70723,-0.00227739,-0.00162244,0.0933291,0.0851311,29159,24709.6,26119.3,24072.2,40428.8,36345.7,47233.8,42918,2.69557,1.69325,0.155121,0,24.2557,999.9,42.333,30.545,20.4748,55.8349,47.3037,3,-0.199891,-0.402846,20.2483,5.23496,11.986,4.9563,3.304,1441.1,9999,2841.4,17.9,1.86823,1.86388,1.87149,1.86235,1.86188,1.86828,1.85837,1.86479,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.611,-0.653,3.4486,0,0,0,-0.646245,0,0,0,-1,-1,-1,-1,1.1,1,0.032959,4.99756,2.64893,2.88696,2.84424,2.39136,35.8944,15.8482,18,1200.67,344.49,24.9998,24.8199,30,24.7544,24.6994,0,0,50,25,0,18.4207,109.223,99.9448
106,r4_ln_ni,1634330933,19578,10/15/21 15:48,15:48:52,none,1634330933,0.002910302,2.910301508,9.078221883,394.041,285.3638231,25.96335117,35.85116273,0.152078495,2.765444023,0.147580469,0.092630841,241.7300219,27.55303999,26.7796,3.5330897,50.50110592,1.791389001,3.54722727,1.741700699,-128.3442965,10.12325298,0.788533596,124.297512,0,0,1,0,48102.32193,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-208-20211015-15_48_54,8294.05,807.5344615,950.216,0.150156952,0.5,1261.1694,9.078221883,94.68667663,0.007991172,-1,NA,-,0,NA,NA,NA,NA,0.150156952,NA,NA,NA,208,300,300,300,8294.05,921.11,-0.00563392,0.95,-,-,-,-,-,-,-,-,-,-,1499.95,1261.1694,0.840807627,0.16115872,6,0.5,0: Broadleaf,2,1634330933,394.041,400.176,19.6892,17.9774,388.988,20.3412,1000,90.8801,0.103231,26.8475,26.7796,999.9,0,0,10005,0,21.9229,-7.57724,400.483,407.502,1.71047,400.176,17.9774,1.78923,1.63378,15.693,14.2812,1499.95,0.972988,0.0270117,0,808.463,5.00005,12250.2,12457.6,42,43.812,43.062,43.375,44.062,1454.57,40.38,0,99,0,807.5344615,9.058324801,130.974359,12236.65385,15,1634330953,15:49:12,1634330951,1634330953,112,1.442,0.001,5.053,-0.652,400,18,0.17,0.04,-7.626380976,-0.018715401,0.035755024,1,1.700374146,0.046447108,0.004737348,1,2,2,2-Feb,3.82282,2.7065,0.0870648,0.0889229,0.0929112,0.0845088,26560.5,22477.3,26119.7,24073.2,40450.4,36374.8,47234.2,42920.7,2.69275,1.69603,0.154041,0,24.2543,999.9,41.961,30.534,20.2821,55.2949,47.2917,3,-0.201822,-0.416697,20.2479,5.23496,11.986,4.95705,3.304,1444.1,9999,2841.4,17.9,1.86814,1.86386,1.87149,1.86234,1.86173,1.86818,1.85835,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.053,-0.652,3.6111475,0,0,0,-0.653375,0,0,0,-1,-1,-1,-1,1.4,1.3,1.5332,2.37305,2.64893,2.88696,2.84424,2.37549,35.7078,15.8394,18,1196.35,345.65,24.9999,24.7889,29.9999,24.7234,24.6676,30.7187,0,50,25,400,18.4207,109.224,99.9503
107,r4_ln_ni,1634331036,19681.5,10/15/21 15:50,15:50:36,none,1634331036,0.003031028,3.031027548,7.982673477,394.534,300.896446,27.37574641,35.89494951,0.158617756,2.762949205,0.153727014,0.096506236,241.7332139,27.49150864,26.7243,3.521611967,50.26618679,1.780017712,3.541183102,1.741594254,-133.6683149,14.03166627,1.093498403,123.1900637,0,0,1,0,48038.96028,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-209-20211015-15_50_38,8294.16,802.41692,925.9,0.133365461,0.5,1261.1862,7.982673477,84.09933925,0.007122401,-1,NA,-,0,NA,NA,NA,NA,0.133365461,NA,NA,NA,209,300,300,300,8294.16,899.54,-0.00563395,1.6,-,-,-,-,-,-,-,-,-,-,1499.97,1261.1862,0.840807616,0.161158699,6,0.5,0: Broadleaf,2,1634331036,394.534,400.041,19.5648,17.7818,389.552,20.2208,1000.02,90.8769,0.103724,26.8185,26.7243,999.9,0,0,9990.62,0,21.9229,-5.4361,402.481,407.283,1.78693,400.041,17.7818,1.77835,1.61596,15.5978,14.1118,1499.97,0.972988,0.0270117,0,801.892,5.00005,12138.5,12457.8,42,43.812,43,43.312,44.062,1454.59,40.38,0,103.2,0,802.41692,-8.058923063,-127.430769,12154.228,15,1634331058,15:50:58,1634331054,1634331058,113,-0.071,-0.004,4.982,-0.656,400,18,0.4,0.05,-5.50977025,0.080688293,0.024096796,1,1.77882825,0.030264653,0.003186751,1,2,2,2-Feb,3.82285,2.70687,0.0871651,0.0889022,0.0925186,0.083853,26559.2,22479.6,26121.1,24075,40469.9,36403.1,47236.1,42923.2,2.69287,1.69732,0.153348,0,24.2101,999.9,41.594,30.524,20.0969,55.5449,47.2716,3,-0.204032,-0.426961,20.2481,5.23451,11.986,4.95675,3.304,1447.1,9999,2841.4,18,1.86814,1.86386,1.87149,1.86233,1.86174,1.86824,1.85835,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.982,-0.656,5.05305,0,0,0,-0.652045,0,0,0,-1,-1,-1,-1,1.4,1.4,1.52832,2.36328,2.64893,2.88696,2.84424,2.40479,35.5218,15.8219,18,1195.83,346.095,24.9996,24.7592,30.0001,24.6925,24.6369,30.6341,0,50,25,400,18.4207,109.229,99.9567
108,r4_ln_ni,1634331128,19773.5,10/15/21 15:52,15:52:08,none,1634331128,0.003132795,3.13279532,9.850311985,593.05,477.5619725,43.44859446,53.95569671,0.164186428,2.775511876,0.158975235,0.099813949,241.7362649,27.42938254,26.6784,3.512109978,50.11273985,1.771298971,3.534628074,1.740811007,-138.1562736,16.25018683,1.260169222,121.0903473,0,0,1,0,48386.46435,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-210-20211015-15_52_09,8294.41,805.9716,933.783,0.136874841,0.5,1261.2105,9.850311985,86.31399356,0.008603094,-1,NA,-,0,NA,NA,NA,NA,0.136874841,NA,NA,NA,210,300,300,300,8294.41,908,-0.0056341,1.3,-,-,-,-,-,-,-,-,-,-,1500,1261.2105,0.840807,0.16115751,6,0.5,0: Broadleaf,2,1634331128,593.05,600.075,19.4691,17.626,587.227,20.1241,999.99,90.8763,0.103713,26.787,26.6784,999.9,0,0,10065,0,21.9229,-7.86548,603.968,610.842,1.84173,600.075,17.626,1.76915,1.60178,15.5169,13.9759,1500,0.97301,0.0269899,0,806.035,5.00005,12212.1,12458.1,41.937,43.75,43,43.312,44,1454.65,40.35,0,91.79999995,0,805.9716,3.540153857,43.20769238,12208.02,15,1634331154,15:52:33,1634331149,1634331154,114,0.841,0.001,5.823,-0.655,600,18,0.36,0.06,-7.874906,0.098815835,0.023196138,1,1.836387,0.044659137,0.004433293,1,2,2,2-Feb,3.82281,2.70751,0.117895,0.119531,0.0922047,0.0833302,25666.6,21724.6,26122.2,24075.3,40486.4,36425,47237.8,42923.6,2.69453,1.69888,0.153068,0,24.1686,999.9,41.369,30.484,19.9412,55.2549,47.2676,3,-0.205765,-0.434387,20.2481,5.23481,11.986,4.95715,3.304,1449.5,9999,2841.4,18,1.86814,1.86386,1.87149,1.86232,1.86173,1.86823,1.85837,1.86475,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.823,-0.655,4.98235,0,0,0,-0.656375,0,0,0,-1,-1,-1,-1,1.2,1.2,2.10449,2.36206,2.64893,2.88818,2.84424,2.37671,35.3596,15.8044,18,1197.37,346.687,24.9996,24.7331,29.9999,24.6657,24.6101,42.1373,0,50,25,600,18.4207,109.233,99.9577
109,r4_ln_ni,1634331275,19920,10/15/21 15:54,15:54:34,none,1634331275,0.003260643,3.260643098,10.25856162,792.286,670.0552166,60.9627761,72.08354301,0.170338483,2.760633525,0.164707501,0.103432602,241.6979609,27.36133013,26.6416,3.504508001,49.76926621,1.755446797,3.527170341,1.749061205,-143.7943606,16.29702457,1.27015039,115.4707753,0,0,1,0,47986.72258,RECT-102-20211014-17_23_28,10397.3,0,0,NA,-1,MPF-211-20211015-15_54_36,8294.9,808.2265769,928.672,0.129696409,0.5,1261.0089,10.25856162,81.77416271,0.008928217,-1,NA,-,0,NA,NA,NA,NA,0.129696409,NA,NA,NA,211,300,300,300,8294.9,904.39,-0.00563435,2.02,-,-,-,-,-,-,-,-,-,-,1499.76,1261.0089,0.840807129,0.161157759,6,0.5,0: Broadleaf,2,1634331275,792.286,799.991,19.2945,17.3759,785.765,19.9523,1000.02,90.8776,0.10412,26.7511,26.6416,999.9,0,0,9976.88,0,21.9229,-7.70538,807.873,814.137,1.91855,799.991,17.3759,1.75344,1.57908,15.3778,13.7562,1499.76,0.973004,0.0269955,0,807.46,5.00005,12227.1,12456.1,41.937,43.687,42.937,43.25,43.937,1454.41,40.35,0,146,0,808.2265769,-4.446256402,-77.63760688,12238.06538,15,1634331235,15:53:55,1634331228,1634331235,115,0.697,-0.003,6.521,-0.658,800,17,0.62,0.05,-7.746368049,0.11431338,0.039062392,0,1.91348439,0.011765436,0.001447467,1,1,2,2-Jan,3.82285,2.70715,0.143842,0.145304,0.0916465,0.0824889,24913,21091.5,26123,24077.8,40513.8,36462.3,47239.4,42927.3,2.69218,1.7015,0.156134,0,24.0813,999.9,40.972,30.424,19.6816,56.2849,47.2035,3,-0.208056,-0.454485,20.2478,5.23511,11.986,4.9571,3.304,1453.7,9999,2841.4,18,1.86814,1.86386,1.87149,1.86234,1.86172,1.86824,1.85834,1.86478,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.521,-0.6578,6.520666667,0,0,0,-0.65782,0,0,0,-1,-1,-1,-1,0.8,0.7,2.63428,2.34619,2.64893,2.88696,2.84424,2.37671,35.1286,15.7869,18,1193.46,347.735,24.9997,24.693,30.0002,24.6265,24.5715,52.7231,0,50,25,800,18.4207,109.237,99.9669
