obs,machine,id,time..2,elapsed,date,hhmmss,averaging,TIME..7,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,TIME..71,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time..112,hhmmss..113,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
43,alb,r5_ln_ni,1634251394,1373.1,10/14/21 17:43,17:43:13,none,1634251394,7.40E-05,0.073989525,-0.337927341,400.209,514.6392744,46.2556167,35.97065949,0.004254917,2.743284814,0.004251254,0.002657363,0,25.24552091,24.7622,3.134876244,49.89708487,1.611902299,3.230453851,1.522973945,-3.262938074,74.50999013,5.745999209,76.99305127,0,0,1,0,47728.89431,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.337927341,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251394,400.209,400.024,17.934,17.8904,397.921,17.8201,999.944,89.7797,0.0999866,25.266,24.7622,999.9,0,0,9995.62,0,0.00152894,0,0,0,0,3.4,0,-4.11,-1.63,36.25,41.062,37.375,40.875,36.125,0,0,0,1317.5,0,2.418076923,3.618119613,4.074871924,-5.077307692,15,1634251325,17:42:05,1634251325,1634251321,136,0.054,0.002,2.288,0.112,400,18,0.53,0.09,0.209984732,0.084439923,0.024658486,1,2.092058824,3.170667794,1.747892478,0,0.044147595,0.00476953,0.001042487,1,2,3,3-Feb,100,100,2.288,0.1139,1.675342131,0.001948428,-1.17E-06,3.75E-10,-0.051799305,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.1,1.2,1.61987,2.53784,2.84912,3.17749,3.09814,2.40112,33.9865,15.3929,18,1062.49,745.721,24.9999,23.8666,30,23.6301,23.7028,32.4334,13.5512,49.6693,25,400,17.9304,101.318,101.604
44,alb,r5_ln_ni,1634251399,1378.1,10/14/21 17:43,17:43:18,none,1634251399,5.50E-05,0.054986845,-0.41701007,400.207,597.3505099,53.68894809,35.96999164,0.003163563,2.74420612,0.003161538,0.001976143,0,25.2523853,24.758,3.134089951,49.90028199,1.61215905,3.230761403,1.521930901,-2.424919844,75.39309831,5.812074089,78.78025256,0,0,1,0,47753.66233,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.41701007,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251399,400.207,399.97,17.9371,17.9047,397.918,17.8232,1000.01,89.7787,0.099767,25.2676,24.758,999.9,0,0,10001.2,0,0.00152894,0,0,0,0,7.27,0,-5.19,-0.74,34.812,41.125,37.687,40.937,36.187,0,0,0,1322.3,0,2.609230769,4.771965826,-0.304615232,-4.627307692,15,1634251325,17:42:05,1634251325,1634251321,136,0.054,0.002,2.288,0.112,400,18,0.53,0.09,0.204079927,-0.173246488,0.03244373,1,2.282857143,3.186692759,1.658478772,0,0.044023668,-0.007456662,0.001809879,1,2,3,3-Feb,100,100,2.289,0.1139,1.675342131,0.001948428,-1.17E-06,3.75E-10,-0.051799305,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.2,1.3,1.61987,2.54517,2.84912,3.17749,3.09814,2.38647,33.9865,15.3754,18,1062.74,745.837,25,23.8647,30,23.6301,23.7027,32.4336,13.5512,50.0408,25,400,17.9304,101.319,101.604
45,alb,r5_ln_ni,1634251404,1383.1,10/14/21 17:43,17:43:23,none,1634251404,6.57E-05,0.065674953,-0.401257915,400.176,556.5074923,50.0187387,35.96770763,0.003787702,2.743918299,0.0037848,0.00236576,0,25.25002617,24.7468,3.131994013,49.94148221,1.613547733,3.230876742,1.51844628,-2.896265425,77.13076631,5.946338017,80.1808389,0,0,1,0,47745.76319,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.401257915,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251404,400.176,399.951,17.9523,17.9136,397.888,17.8381,999.937,89.7797,0.100022,25.2682,24.7468,999.9,0,0,9999.38,0,0.00152894,0,0,0,0,3.79,0,-6.42,-1.94,36.062,41.125,37.375,41,36.187,0,0,0,1327.1,0,2.598461538,-0.325469944,-0.155555456,-4.281153846,15,1634251325,17:42:05,1634251325,1634251321,136,0.054,0.002,2.288,0.112,400,18,0.53,0.09,0.203419683,0.049996369,0.032482074,1,2.500588235,0.407176662,1.832133024,1,0.041109515,-0.047194923,0.005657051,1,3,3,3-Mar,100,100,2.288,0.1142,1.675342131,0.001948428,-1.17E-06,3.75E-10,-0.051799305,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.3,1.4,1.61987,2.53906,2.84912,3.17749,3.09814,2.44629,33.9865,15.3929,18,1063.11,745.856,25.0001,23.8647,30,23.6282,23.7009,32.4354,13.5512,50.0408,25,400,17.9304,101.322,101.606
46,alb,r5_ln_ni,1634251409,1388.1,10/14/21 17:43,17:43:28,none,1634251409,7.40E-05,0.073997532,-0.347957657,400.213,518.145874,46.57043607,35.97074659,0.00426292,2.744537405,0.004259245,0.002662358,0,25.24822741,24.7581,3.134108671,49.9493349,1.613849454,3.23097286,1.520259217,-3.263291141,75.55016339,5.823514448,78.1103867,0,0,1,0,47762.50618,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.347957657,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251409,400.213,400.022,17.9558,17.9122,397.925,17.8415,1000.03,89.7793,0.0997059,25.2687,24.7581,999.9,0,0,10003.1,0,0.00152894,0,0,0,0,0.75,0,-4.37,-1.25,35.25,41.125,37.625,41,36.187,0,0,0,1332.5,0,2.3616,-2.209999835,-2.043077131,-4.1564,15,1634251325,17:42:05,1634251325,1634251321,136,0.054,0.002,2.288,0.112,400,18,0.53,0.09,0.213605073,0.050355993,0.032034959,1,2.511176471,-0.943617921,1.692623729,1,0.039977473,-0.021689507,0.005163535,1,3,3,3-Mar,100,100,2.288,0.1143,1.675342131,0.001948428,-1.17E-06,3.75E-10,-0.051799305,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.4,1.5,1.61987,2.53784,2.84912,3.17749,3.09814,2.37183,33.9865,15.3841,18,1063.65,745.856,25.0002,23.8627,29.9999,23.6282,23.7009,32.435,13.5512,50.0408,25,400,17.9304,101.322,101.605
47,alb,r5_ln_ni,1634251414,1393.1,10/14/21 17:43,17:43:33,none,1634251414,7.35E-05,0.073488922,-0.374425242,400.216,529.0214067,47.54811552,35.97116555,0.004230018,2.740746883,0.004226394,0.002641822,0,25.24994205,24.7638,3.13517583,49.93783354,1.613631455,3.231280455,1.521544375,-3.24086146,74.84000743,5.776965165,77.37611114,0,0,1,0,47659.22197,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.374425242,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251414,400.216,400.009,17.9533,17.91,397.927,17.8391,1000.04,89.7792,0.100179,25.2703,24.7638,999.9,0,0,9980.62,0,0.00152894,0,0,0,0,-0.47,0,1.84,-0.64,36.125,41.125,37.562,41,36.125,0,0,0,1337.3,0,1.7656,-6.296153776,2.698461367,-3.8084,15,1634251325,17:42:05,1634251325,1634251321,136,0.054,0.002,2.288,0.112,400,18,0.53,0.09,0.208994756,0.144214202,0.030262425,1,2.119142857,-4.410645793,1.670521512,0,0.039818785,0.0104953,0.005045107,1,2,3,3-Feb,100,100,2.289,0.1142,1.675342131,0.001948428,-1.17E-06,3.75E-10,-0.051799305,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.5,1.6,1.61987,2.5415,2.84912,3.17627,3.09814,2.40356,34.0092,15.3841,18,1063.38,745.887,25.0004,23.8627,30.0001,23.6269,23.6997,32.4356,13.5512,50.0408,25,400,17.9304,101.323,101.605
48,alb,r5_ln_ni,1634251419,1398.1,10/14/21 17:43,17:43:38,none,1634251419,7.26E-05,0.072636033,-0.409063117,400.214,543.7011189,48.86761842,35.97105903,0.004182157,2.745499153,0.004178621,0.002611956,0,25.25281069,24.7609,3.13463285,49.92742963,1.613544861,3.231780352,1.521087989,-3.203249064,75.78385938,5.839687552,78.42029786,0,0,1,0,47787.98608,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.409063117,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251419,400.214,399.986,17.9523,17.9095,397.925,17.8381,999.982,89.7794,0.100162,25.2729,24.7609,999.9,0,0,10008.8,0,0.00152894,0,0,0,0,1.71,0,-7.82,-2.56,35.875,41.125,37.625,41,36.187,0,0,0,1342.1,0,1.4812,-3.564615489,-7.730000094,-4.396,15,1634251325,17:42:05,1634251325,1634251321,136,0.054,0.002,2.288,0.112,400,18,0.53,0.09,0.218899561,-0.075938383,0.016043936,1,1.824411765,-6.084797796,1.869437146,0,0.03985902,0.0420414,0.004991659,1,2,3,3-Feb,100,100,2.289,0.1142,1.675342131,0.001948428,-1.17E-06,3.75E-10,-0.051799305,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.6,1.6,1.61987,2.54028,2.84912,3.17749,3.09814,2.38647,33.9865,15.3754,18,1062.15,745.989,25.0002,23.8611,30,23.6261,23.6988,32.4356,13.5512,50.0408,25,400,17.9304,101.322,101.604
49,alb,r5_ln_ni,1634251424,1403.1,10/14/21 17:43,17:43:43,none,1634251424,7.43E-05,0.074336697,-0.356427946,400.226,520.7938174,46.80879119,35.97219213,0.004278874,2.744546788,0.004275172,0.002672315,0,25.2523337,24.7633,3.135082207,49.92722723,1.61353832,3.231780352,1.521543887,-3.278248349,75.40245768,5.812384188,77.93659351,0,0,1,0,47762.09963,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.356427946,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251424,400.226,400.03,17.9522,17.9084,397.938,17.838,1000.03,89.7798,0.0998983,25.2729,24.7633,999.9,0,0,10003.1,0,0.00152894,0,0,0,0,2.49,0,-5.3,-1.49,36,41.187,37.562,41,36.187,0,0,0,1347.5,0,1.521923077,6.874187879,-4.630085469,-4.458846154,15,1634251325,17:42:05,1634251325,1634251321,136,0.054,0.002,2.288,0.112,400,18,0.53,0.09,0.218913756,-0.000682578,0.015995599,1,1.680882353,-1.229416737,1.482508541,0,0.042530378,0.010363064,0.00184457,1,2,3,3-Feb,100,100,2.288,0.1142,1.675342131,0.001948428,-1.17E-06,3.75E-10,-0.051799305,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.6,1.7,1.61987,2.53418,2.84912,3.17749,3.09814,2.41089,34.0092,15.3929,18,1063.23,745.758,25,23.8607,30,23.6255,23.6988,32.4344,13.5512,50.0408,25,400,17.9304,101.321,101.604
50,alb,r16_ln_yi,1634251847,1826.6,10/14/21 17:50,17:50:47,none,1634251847,0.000354158,0.354158145,-0.783436405,400.384,449.326043,40.38814227,35.98893544,0.020767438,2.741821824,0.020680444,0.012933063,0,25.04391749,24.6194,3.108238794,50.18594511,1.609310815,3.20669624,1.498927979,-15.6183742,77.24921551,5.952418913,67.58326022,0,0,1,0,47709.09835,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.783436405,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251847,400.384,399.999,17.9039,17.6952,398.112,17.7919,999.954,89.7859,0.100148,25.142,24.6194,999.9,0,0,9986.25,0,0.00152894,0,0,0,0,0.66,0,-10.82,-1.8,35,39.187,36.312,38.062,35.062,0,0,0,1771.1,0,2.406153846,-10.00615381,0.502906093,-7.801153846,15,1634251741,17:49:01,1634251741,1634251737,137,-0.017,-0.001,2.272,0.108,400,18,0.24,0.12,0.385624585,-0.121207045,0.025836358,1,2.545294118,-4.832047076,1.50988943,0,0.21883439,-0.041346878,0.005595904,1,2,3,3-Feb,100,100,2.272,0.112,1.658762669,0.001948428,-1.17E-06,3.75E-10,-0.053183939,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.8,1.8,1.61987,2.53662,2.84912,3.17749,3.09814,2.40967,33.9413,15.3316,18,1063.15,747.177,24.9999,23.7527,30,23.5259,23.5997,32.4415,14.038,51.172,25,400,17.7469,101.348,101.63
51,alb,r16_ln_yi,1634251852,1831.6,10/14/21 17:50,17:50:52,none,1634251852,0.000369285,0.369284699,-0.821197598,400.389,449.6619206,40.41840312,35.98944733,0.021650222,2.747831695,0.0215559,0.013480877,0,25.03863584,24.6259,3.109446972,50.21094261,1.609987754,3.206447979,1.499459217,-16.28545524,76.26303949,5.863730245,65.8413145,0,0,1,0,47872.79428,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.821197598,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251852,400.389,399.985,17.9114,17.6938,398.116,17.7992,1000.01,89.7862,0.100004,25.1407,24.6259,999.9,0,0,10021.9,0,0.00152894,0,0,0,0,0.05,0,-6.41,-0.87,33.875,39.25,36.562,38.187,35.125,0,0,0,1775.9,0,2.128846154,-9.544957254,-0.359316203,-8.221923077,15,1634251741,17:49:01,1634251741,1634251737,137,-0.017,-0.001,2.272,0.108,400,18,0.24,0.12,0.385488293,-0.1426537,0.024935646,1,2.324117647,-4.524598478,1.433254457,0,0.216998805,-0.040926648,0.005787406,1,2,3,3-Feb,100,100,2.273,0.1122,1.658762669,0.001948428,-1.17E-06,3.75E-10,-0.053183939,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.9,1.9,1.61987,2.54517,2.84912,3.17749,3.09814,2.37183,33.9413,15.3141,18,1062.73,746.943,25,23.7507,30,23.5244,23.5979,32.4409,14.038,51.172,25,400,17.7469,101.349,101.631
52,alb,r16_ln_yi,1634251857,1836.6,10/14/21 17:50,17:50:57,none,1634251857,0.000372666,0.372665999,-0.784190164,400.373,446.410291,40.12557214,35.98751197,0.021852881,2.743072874,0.021756623,0.013606502,0,25.03543527,24.6242,3.109130947,50.21512725,1.609920569,3.206046977,1.499210378,-16.43457058,76.07180983,5.859062001,65.49630126,0,0,1,0,47743.64528,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.784190164,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251857,400.373,399.992,17.9109,17.6913,398.101,17.7988,999.976,89.7852,0.0997622,25.1386,24.6242,999.9,0,0,9993.75,0,0.00152894,0,0,0,0,-0.42,0,-9.6,-1.58,35.312,39.312,36.312,38.25,35.062,0,0,0,1780.7,0,1.800384615,0.667008566,-0.442051207,-8.313461538,15,1634251741,17:49:01,1634251741,1634251737,137,-0.017,-0.001,2.272,0.108,400,18,0.24,0.12,0.386645756,0.053583303,0.025352818,1,2.246857143,-3.743483366,1.296096935,0,0.21614522,-0.006280955,0.005163466,1,2,3,3-Feb,100,100,2.272,0.1121,1.658762669,0.001948428,-1.17E-06,3.75E-10,-0.053183939,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,1.9,2,1.61987,2.53296,2.84912,3.17749,3.09814,2.40723,33.9413,15.3316,18,1062.25,747.177,25,23.7487,29.9999,23.5228,23.5964,32.4418,14.038,51.172,25,400,17.7469,101.351,101.631
53,alb,r16_ln_yi,1634251862,1841.6,10/14/21 17:51,17:51:02,none,1634251862,0.000372664,0.372663629,-0.844202087,400.417,450.8351348,40.52628664,35.99412039,0.02183922,2.742559005,0.021743064,0.013598019,0,25.03411788,24.6288,3.109986137,50.21346439,1.609742619,3.205798761,1.500243518,-16.43446605,75.18520369,5.791956621,64.54269426,0,0,1,0,47730.01578,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.844202087,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251862,400.417,400,17.9076,17.688,398.145,17.7955,999.973,89.7915,0.100089,25.1373,24.6288,999.9,0,0,9990,0,0.00152894,0,0,0,0,3.48,0,-5.84,-1.06,34.437,39.375,36.5,38.312,35.125,0,0,0,1786.1,0,2.3516,5.013846189,9.706153847,-8.0112,15,1634251741,17:49:01,1634251741,1634251737,137,-0.017,-0.001,2.272,0.108,400,18,0.24,0.12,0.378737976,0.08895324,0.026441772,1,2.053235294,4.197611118,1.273175097,0,0.215767537,0.033819533,0.004805016,1,2,3,3-Feb,100,100,2.272,0.1121,1.658762669,0.001948428,-1.17E-06,3.75E-10,-0.053183939,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,2,2.1,1.61987,2.5354,2.84912,3.17749,3.09814,2.42188,33.9413,15.3316,18,1063.19,746.854,24.9998,23.7469,29.9999,23.5209,23.5949,32.4421,14.038,51.172,25,400,17.7469,101.352,101.631
54,alb,r16_ln_yi,1634251867,1846.6,10/14/21 17:51,17:51:07,none,1634251867,0.000372502,0.372501799,-0.749127288,400.343,443.8589169,39.8986918,35.98702508,0.021845242,2.743910525,0.021749081,0.01360178,0,25.03070959,24.6211,3.108554739,50.21265657,1.609381204,3.205130568,1.499173535,-16.42732935,75.84355937,5.839466515,65.25569653,0,0,1,0,47767.31259,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.749127288,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251867,400.343,399.983,17.9038,17.6843,398.07,17.7919,999.998,89.7906,0.0998816,25.1338,24.6211,999.9,0,0,9998.12,0,0.0016245,0,0,0,0,2.92,0,-8.04,-1.42,34.875,39.437,36.5,38.375,35.187,0,0,0,1790.9,0,2.3368,-0.120769158,6.155384623,-7.4664,15,1634251741,17:49:01,1634251741,1634251737,137,-0.017,-0.001,2.272,0.108,400,18,0.24,0.12,0.388802098,0.0125077,0.021818836,1,2.11,2.168216399,1.522917092,0,0.217849463,0.025739436,0.003257271,1,2,3,3-Feb,100,100,2.273,0.1119,1.658762669,0.001948428,-1.17E-06,3.75E-10,-0.053183939,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,2.1,2.2,1.61987,2.54639,2.84912,3.17627,3.09814,2.36206,33.9413,15.3228,18,1063.56,747.019,24.9996,23.7459,30,23.5195,23.5934,32.4422,14.038,51.172,25,400,17.706,101.353,101.63
55,alb,r16_ln_yi,1634251872,1851.6,10/14/21 17:51,17:51:12,none,1634251872,0.000373519,0.373518842,-0.729532833,400.337,442.2696167,39.75383585,35.98468169,0.021914889,2.741825574,0.021818042,0.013644942,0,25.02875503,24.6148,3.107384024,50.20342507,1.608931992,3.204825149,1.498452032,-16.47218092,76.48067121,5.892763457,65.90125374,0,0,1,0,47710.77289,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.729532833,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251872,400.337,399.989,17.8997,17.6796,398.065,17.7878,999.999,89.7861,0.0998753,25.1322,24.6148,999.9,0,0,9986.25,0,0.00152894,0,0,0,0,4.93,0,-9.33,-0.75,34.937,39.5,36.562,38.5,35.187,0,0,0,1795.7,0,2.2408,-2.521538453,-7.603077006,-7.4284,15,1634251741,17:49:01,1634251741,1634251737,137,-0.017,-0.001,2.272,0.108,400,18,0.24,0.12,0.384441122,-0.11343299,0.023737615,1,2.06,-1.317651663,1.547898114,0,0.219682976,0.006523944,0.00079172,1,2,3,3-Feb,100,100,2.272,0.1119,1.658762669,0.001948428,-1.17E-06,3.75E-10,-0.053183939,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,2.2,2.2,1.61987,2.5415,2.84912,3.17627,3.09814,2.4353,33.9413,15.3228,18,1062.99,747.157,24.9995,23.7444,30,23.5179,23.5918,32.4423,14.038,51.172,25,400,17.6801,101.35,101.631
56,alb,r16_ln_yi,1634251877,1856.6,10/14/21 17:51,17:51:17,none,1634251877,0.000374169,0.374168908,-0.779765609,400.39,445.8422256,40.0745338,35.98905995,0.021959345,2.744644368,0.021862204,0.01367257,0,25.02637363,24.6115,3.106770946,50.20471564,1.608752956,3.204386153,1.49801799,-16.50084883,76.7072681,5.903986162,66.11040544,0,0,1,0,47787.77672,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.779765609,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251877,400.39,400.012,17.8979,17.6774,398.118,17.786,999.924,89.785,0.100012,25.1299,24.6115,999.9,0,0,10003.1,0,0.00152894,0,0,0,0,0.32,0,-4.33,-0.5,35.25,39.5,36.562,38.5,35.187,0,0,0,1801.1,0,1.956923077,-0.37470081,-1.047521405,-7.321538462,15,1634251741,17:49:01,1634251741,1634251737,137,-0.017,-0.001,2.272,0.108,400,18,0.24,0.12,0.366593537,-0.149813164,0.026298053,1,2.151176471,-0.496692125,1.846497105,1,0.220105878,0.003340537,0.000536093,1,3,3,3-Mar,100,100,2.272,0.1119,1.658762669,0.001948428,-1.17E-06,3.75E-10,-0.053183939,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,2.3,2.3,1.61987,2.53906,2.84912,3.17749,3.09814,2.42798,33.9413,15.3316,18,1063.6,746.897,24.9994,23.7424,29.9999,23.5159,23.5898,32.4414,14.038,51.172,25,400,17.6534,101.353,101.631
57,alb,r16_ln_yi,1634251882,1861.6,10/14/21 17:51,17:51:22,none,1634251882,0.00037489,0.37489028,-0.825130444,400.393,448.9833976,40.35707909,35.98950887,0.022011082,2.74908203,0.021913641,0.013704744,0,25.02552944,24.6071,3.105953674,50.20090598,1.608554233,3.204233472,1.497399441,-16.53266134,77.36484244,5.944830456,66.77701156,0,0,1,0,47908.67736,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.825130444,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251882,400.393,399.988,17.8956,17.6747,398.121,17.7837,1000.04,89.7856,0.0998597,25.1291,24.6071,999.9,0,0,10029.4,0,0.00152894,0,0,0,0,2.26,0,-9.26,-1.09,35.5,39.562,36.375,38.625,35.25,0,0,0,1805.9,0,1.989615385,0.254700918,2.137094028,-7.709615385,15,1634251741,17:49:01,1634251741,1634251737,137,-0.017,-0.001,2.272,0.108,400,18,0.24,0.12,0.375719049,-0.01529584,0.030897393,1,2.052647059,-1.419103973,1.986504925,0,0.220220317,0.002048822,0.000544013,1,2,3,3-Feb,100,100,2.272,0.1119,1.658762669,0.001948428,-1.17E-06,3.75E-10,-0.053183939,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,2.4,2.4,1.61987,2.5354,2.84912,3.17627,3.09814,2.39014,33.9413,15.3228,18,1063.2,746.988,24.9995,23.7407,29.9999,23.514,23.588,32.4405,14.038,51.172,25,400,17.6331,101.351,101.632
58,alb,r16_ln_yi,1634251887,1866.6,10/14/21 17:51,17:51:27,none,1634251887,0.000372841,0.372841203,-0.747610766,400.362,443.6612805,39.8788186,35.98683111,0.021894497,2.740555228,0.021797785,0.013632269,0,25.02499798,24.604,3.105377981,50.19335045,1.608235503,3.204080796,1.497142478,-16.44229706,77.46470288,5.970906926,66.99331275,0,0,1,0,47676.85385,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.747610766,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,0.5,0: Broadleaf,1634251887,400.362,400.003,17.892,17.6723,398.09,17.7802,1000.01,89.7858,0.0999312,25.1283,24.604,999.9,0,0,9978.75,0,0.00152894,0,0,0,0,2.74,0,-5.61,-0.78,33.812,39.625,36.687,38.687,35.25,0,0,0,1810.7,0,2.096923077,-4.323418728,2.482051296,-7.220769231,15,1634251741,17:49:01,1634251741,1634251737,137,-0.017,-0.001,2.272,0.108,400,18,0.24,0.12,0.373927415,0.14865669,0.032463516,1,1.884571429,0.546692759,1.783726986,1,0.220451659,0.001063861,0.000604254,1,3,3,3-Mar,100,100,2.272,0.1118,1.658762669,0.001948428,-1.17E-06,3.75E-10,-0.053183939,0.001324991,0.000451987,-2.62E-07,2,2078,1,28,2.4,2.5,1.61987,2.54272,2.84912,3.17749,3.09814,2.42798,33.9413,15.3228,18,1061.85,747.06,24.9996,23.7387,29.9999,23.5125,23.5865,32.4427,14.038,51.172,25,400,17.6106,101.352,101.633
